company_name,company_number,company_status,company_type,company_subtype,kind,links,date_of_creation,registered_office_address,sic_codes
UNITY PLUS HOUSING CIC,15953139,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15953139'},2024-09-12,"{'address_line_1': 'Cedan House', 'address_line_2': '102 Kirkstall Road', 'locality': 'Leeds', 'postal_code': 'LS3 1JA', 'country': 'England'}","['68201', '98000']"
ASBO NORTH CIC,15962305,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15962305'},2024-09-17,"{'address_line_1': '148 The Rose Bowl', 'address_line_2': 'Portland Crescent', 'locality': 'Leeds', 'postal_code': 'LS1 3HB', 'country': 'United Kingdom'}","['85590', '90030']"
CSR HOST C.I.C.,12342658,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12342658'},2019-12-02,"{'address_line_1': '148 Rose Bowl, Portland Crescent', 'locality': 'Leeds', 'postal_code': 'LS1 3HB', 'country': 'England'}","['63990', '85520', '90040', '96090']"
MIDDLE EASTERN AND MEDITERRANEAN COMMUNITY CIC,13684298,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13684298'},2021-10-18,"{'address_line_1': '12 Old Farm Approach', 'locality': 'Leeds', 'postal_code': 'LS16 5DD', 'region': 'West Yorkshire', 'country': 'England'}",['85600']
PHYSICAL IMPACT KICKBOXING AND FITNESS CENTRE CIC,13515948,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13515948'},2021-07-16,"{'address_line_1': '267 Leeds Road', 'locality': 'Shipley', 'postal_code': 'BD18 1EH', 'country': 'England'}",['93130']
ASSOCIATION OF MARKETING FACILITATORS CIC,15451583,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15451583'},2024-01-30,"{'address_line_1': '3 Hansby Bank', 'locality': 'Leeds', 'postal_code': 'LS14 6LL', 'country': 'England'}",['85590']
MAE AND MITCHELL BESPOKE MANAGEMENT COMMUNITY INTEREST COMPANY,12356420,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12356420'},2019-12-10,"{'address_line_1': 'Office 2 Woodlands House Business Centre Station Road', 'address_line_2': 'Horsforth', 'locality': 'Leeds', 'postal_code': 'LS18 5NL', 'country': 'England'}",['87900']
LIBERTY ARTS PRODUCTIONS CIC,14334854,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14334854'},2022-09-05,"{'address_line_1': '5 Greenfield Avenue', 'address_line_2': 'Guiseley', 'locality': 'Leeds', 'postal_code': 'LS20 8HG', 'country': 'England'}",['90010']
CHAMPIONS COMMUNITY SPORT AND HEALTH CIC,12315390,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12315390'},2019-11-14,"{'address_line_1': 'Champions House', 'address_line_2': '51 Longroyd Terrace', 'locality': 'Leeds', 'postal_code': 'LS11 5HJ', 'country': 'United Kingdom'}",['93199']
COMMUNITY VALUES CIC,14544805,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14544805'},2022-12-16,"{'address_line_1': '2 Sussex Avenue', 'locality': 'Leeds', 'postal_code': 'LS10 2LF', 'country': 'England'}","['56290', '56302', '88100', '88990']"
MINDFULNESS MEDITATION CIC,15087285,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15087285'},2023-08-21,"{'address_line_1': '60 St. Martins Gardens', 'locality': 'Leeds', 'postal_code': 'LS7 3LE', 'country': 'England'}",['85600']
HOMELESS STARS HOUSING C.I.C.,14548656,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14548656'},2022-12-19,"{'address_line_1': '60-62 Roseville Road', 'locality': 'Leeds', 'postal_code': 'LS8 5DR', 'region': 'West Yorkshire', 'country': 'United Kingdom'}","['68209', '87200']"
THE SECRET GARDEN (RAWDON) C.I.C.,14401645,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14401645'},2022-10-06,"{'address_line_1': '26 Larkfield Avenue', 'address_line_2': 'Rawdon', 'locality': 'Leeds', 'postal_code': 'LS19 6EN', 'country': 'England'}","['81300', '85590', '93290', '96040']"
ANGELS COMMUNITY ENTERPRISES C.I.C.,05542729,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/05542729'},2005-08-22,"{'address_line_1': 'Micklethwaite House', 'address_line_2': '70 Cross Green Lane', 'locality': 'Leeds', 'postal_code': 'LS9 0DG', 'region': 'West Yorkshire', 'country': 'England'}",['81299']
KICKING FOR GRASSROOTS CIC,11677237,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11677237'},2018-11-14,"{'address_line_1': 'The Cottage Park Lane', 'address_line_2': 'Rothwell', 'locality': 'Leeds', 'postal_code': 'LS26 0FU', 'region': 'West Yorkshire', 'country': 'England'}",['93199']
KNOWLEDGE IN HEALTH CIC,15302188,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15302188'},2023-11-22,"{'address_line_1': '55 Brackenwood Drive', 'locality': 'Leeds', 'postal_code': 'LS8 1QA', 'region': 'West Yorkshire', 'country': 'United Kingdom'}",['84120']
GROWING BETTER CIC,10055720,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10055720'},2016-03-10,"{'address_line_1': '241 Fountain Street', 'address_line_2': 'Morley', 'locality': 'Leeds', 'postal_code': 'LS27 0AW', 'country': 'England'}",['01130']
COMMUNITAS ENERGY CIC,09939033,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09939033'},2016-01-06,"{'address_line_1': '148 Rose Bowl', 'address_line_2': 'Portland Crescent', 'locality': 'Leeds', 'postal_code': 'LS1 3HB', 'country': 'England'}",['63990']
AUTISM BRICKS UK CIC,10156052,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10156052'},2016-04-29,"{'address_line_1': 'Great Northern House, Specialist Autism Services', 'address_line_2': 'Wakefield Road', 'locality': 'Leeds', 'postal_code': 'LS10 3DQ', 'country': 'United Kingdom'}",['86900']
GUISELEY LIGHTS CIC,12277774,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12277774'},2019-10-23,"{'address_line_1': '10 The Sycamores', 'address_line_2': 'Guiseley', 'locality': 'Leeds', 'postal_code': 'LS20 9EN', 'country': 'England'}","['43210', '56210']"
RA-ANGS FOUNDATION CIC,14548121,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14548121'},2022-12-19,"{'address_line_1': '4 Lambton Place', 'locality': 'Leeds', 'postal_code': 'LS8 5PF', 'country': 'England'}",['94990']
PURPOSED POTENTIAL CIC,16043380,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16043380'},2024-10-28,"{'address_line_1': 'Shine, Harehills Road', 'address_line_2': 'Harehills', 'locality': 'Leeds', 'postal_code': 'LS8 5HS', 'country': 'United Kingdom'}",['85590']
CALM AND CENTRED C.I.C.,09389025,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09389025'},2015-01-14,"{'address_line_1': '150 Chapeltown Road', 'locality': 'Leeds', 'postal_code': 'LS7 4EE', 'country': 'England'}",['86900']
SABLE RADIO CIC,13000770,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13000770'},2020-11-05,"{'address_line_1': 'Unit 10a Byron St Mills Unit 10a Byron St Mills', 'address_line_2': 'Millwright Street', 'locality': 'Leeds', 'postal_code': 'LS2 7QG', 'region': 'West Yorkshire', 'country': 'England'}",['85520']
AIRE PLACE STUDIOS C.I.C.,09948115,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09948115'},2016-01-12,"{'address_line_1': 'Unit 5, Cardinal House', 'address_line_2': 'Stanningley Road', 'locality': 'Leeds', 'postal_code': 'LS13 4EP', 'country': 'England'}",['90040']
SURRAYA HANIF COMMUNITY SUPPORT CIC,14675279,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14675279'},2023-02-20,"{'address_line_1': 'Hillside Enterprise', 'address_line_2': 'Unit 18 Beeston Road', 'locality': 'Leeds', 'postal_code': 'LS11 8ND', 'region': 'West Yorkshire', 'country': 'England'}",['86900']
PEOPLE TOGETHER CIC,15177345,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15177345'},2023-09-30,"{'address_line_1': '30 Upland Road', 'locality': 'Leeds', 'postal_code': 'LS8 2TQ', 'country': 'England'}",['88990']
YMAV YOUTH MOVEMENT AGAINST VIOLENCE CIC,10465201,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10465201'},2016-11-07,"{'address_line_1': '1 Parkstone Mount', 'address_line_2': 'Ireland Wood', 'locality': 'Leeds', 'postal_code': 'LS16 6ES', 'region': 'West Yorkshire'}",['85600']
ADAPT RESETTLEMENT CIC,14675249,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14675249'},2023-02-20,"{'address_line_1': '5 Sheepscar Court, Northside Business Park', 'locality': 'Leeds', 'postal_code': 'LS7 2BB', 'country': 'England'}",['55900']
HARMONY IN MOTION - ACTS OF CREATION CIC,16130003,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16130003'},2024-12-11,"{'address_line_1': '45 Half Mile Lane', 'locality': 'Leeds', 'postal_code': 'LS13 1BH', 'country': 'England'}","['90010', '90020', '90030']"
WELLNESSACTION CIC,13919250,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13919250'},2022-02-16,"{'address_line_1': '33 Old Leeds Road', 'locality': 'Huddersfield', 'postal_code': 'HD1 1SG', 'country': 'England'}",['86900']
REVIVE REUSE COMMUNITY INTEREST COMPANY,07428580,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/07428580'},2010-11-03,"{'address_line_1': 'The Reuse Shop East Leeds Household Waste Sorting Site', 'address_line_2': 'Limewood Road', 'locality': 'Leeds', 'postal_code': 'LS14 1LU'}",['47799']
KIKWETU KENYAN COMMUNITY GROUP LEEDS CIC,16073601,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16073601'},2024-11-11,"{'address_line_1': '15 Cautley Road', 'locality': 'Leeds', 'postal_code': 'LS9 0BN', 'country': 'England'}",['88990']
LEEDS WOOD RECYCLING CIC,11272758,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11272758'},2018-03-23,"{'address_line_1': 'Unit 6 Croydon Street', 'locality': 'Leeds', 'postal_code': 'LS11 9RT', 'region': 'West Yorkshire'}","['16240', '16290', '38110']"
TRANSCEND TRAINING AND CONSULTANCY CIC,14955300,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14955300'},2023-06-23,"{'address_line_1': '148 Rose Bowl Portland Crescent', 'locality': 'Leeds', 'postal_code': 'LS1 3HB', 'country': 'England'}",['85590']
SPEAK WOMAN SPEAK C.I.C.,15300759,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15300759'},2023-11-21,"{'address_line_1': '12 Louis Court', 'locality': 'Leeds', 'postal_code': 'LS7 4BQ', 'country': 'England'}",['90010']
AORTA EVENTS C.I.C.,15636612,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15636612'},2024-04-11,"{'address_line_1': '6 Shepherds Place', 'locality': 'Leeds', 'postal_code': 'LS8 4LR', 'country': 'England'}","['56301', '90020', '90040']"
HAPPY HEARTS AND MINDS CIC,15266140,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15266140'},2023-11-07,"{'address_line_1': '609 King Lane', 'locality': 'Leeds', 'postal_code': 'LS17 5EJ', 'country': 'England'}",['86900']
BLOC WELLBEING CIC,13229260,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13229260'},2021-02-26,"{'address_line_1': 'Unit 1 Kitson Road', 'locality': 'Leeds', 'postal_code': 'LS10 1NT', 'country': 'England'}",['93110']
GUTS OVER FEAR BOXING CLUB C.I.C.,16107035,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16107035'},2024-11-28,"{'address_line_1': 'Unit 9 Gemini Business Park', 'address_line_2': 'Sheepscar Way', 'locality': 'Leeds', 'postal_code': 'LS7 3JB', 'country': 'England'}",['93120']
YOUR BACK YARD COMMUNITY INTEREST COMPANY,08362686,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/08362686'},2013-01-16,"{'address_line_1': '2 Hill Court Grove', 'locality': 'Leeds', 'postal_code': 'LS13 2AP', 'country': 'United Kingdom'}",['84110']
LMC SERVICES YORKSHIRE CIC,13084683,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13084683'},2020-12-16,"{'address_line_1': '87-89 Leeds Road', 'locality': 'Harrogate', 'postal_code': 'HG2 8BE', 'country': 'England'}",['96090']
ASPIRE AP EDUCATION CIC,14745318,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14745318'},2023-03-21,"{'address_line_1': '6 Howley Park Business Village Pullan Way', 'address_line_2': 'Morley', 'locality': 'Leeds', 'postal_code': 'LS27 0BZ', 'country': 'England'}",['85600']
RETHINK FOOD CIC,11150861,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11150861'},2018-01-15,"{'address_line_1': 'Unit 5 Maple Park', 'address_line_2': 'Lowfields Avenue', 'locality': 'Leeds', 'postal_code': 'LS12 6HH', 'country': 'England'}","['56290', '85600', '86900']"
SHIFTING THE PERCEPTION OF TYPE ONE DIABETES CIC,15401822,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15401822'},2024-01-10,"{'address_line_1': '18 South View', 'address_line_2': 'Yeadon', 'locality': 'Leeds', 'postal_code': 'LS19 7JD', 'country': 'England'}","['47640', '85510', '93120', '93199']"
SUSTAINABLE ARTIST C.I.C.,15363915,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15363915'},2023-12-20,"{'address_line_1': '148, The Rose Bowl Portland Crescent', 'locality': 'Leeds', 'postal_code': 'LS1 3HB', 'country': 'England'}","['85590', '90030']"
FIERCE MOMS CONEXUS CIC,16174778,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16174778'},2025-01-10,"{'address_line_1': '38 Sandhurst Terrace', 'address_line_2': 'Gipton', 'locality': 'Leeds', 'postal_code': 'LS8 3QS', 'region': 'West Yorkshire', 'country': 'United Kingdom'}",['96090']
COME PLAY WITH ME CIC,09549371,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09549371'},2015-04-19,"{'address_line_1': 'Yorkshire Dance', 'address_line_2': 'St. Peters Square', 'locality': 'Leeds', 'postal_code': 'LS9 8AH', 'country': 'England'}","['59200', '85590']"
COMPLETE WOMAN CIC,11154566,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11154566'},2018-01-17,"{'address_line_1': '20 Shannon Street', 'locality': 'Leeds', 'postal_code': 'LS9 8SS', 'region': 'West Yorkshire'}","['85590', '88990']"
